Daten;Stationen;Meßpunkt;Messwert;Messung;Messeinheit
02-09-2025 11:24:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);229.846;°
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.269;°C
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.303;m/s
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);345.825;W/m^2
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);232.193;°
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);21.267;V
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.166;A
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.536;V
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);12.345;°C
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.2;m/s
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);70.783;%
02-09-2025 11:19:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.74;°C
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);16;21;
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);12.478;°C
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.4;m/s
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);72.018;%
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.617;°C
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.3;°C
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.493;m/s
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);233.338;W/m^2
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);231.066;°
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.929;hPa
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.835;V
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.3;A
02-09-2025 11:14:19;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.839;V
02-09-2025 11:09:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.2;m/s
02-09-2025 11:09:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.377;m/s
02-09-2025 11:09:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);203.413;W/m^2
02-09-2025 11:09:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);232.379;°
02-09-2025 11:09:18;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.839;V
02-09-2025 11:09:18;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.216;A
02-09-2025 11:09:18;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.564;V
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);16;21;
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);12.732;°C
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.8;m/s
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);73.673;%
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.49;°C
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.376;°C
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.613;m/s
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);185.918;W/m^2
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);233.583;°
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);997.069;hPa
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.641;V
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.191;A
02-09-2025 11:04:18;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.474;V
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);12.573;°C
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.4;m/s
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);72.169;%
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.659;°C
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.357;°C
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.587;m/s
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);142.489;W/m^2
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);232.762;°
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.859;V
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.105;A
02-09-2025 10:59:18;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.365;V
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);16;21;
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);12.826;°C
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.8;m/s
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);73.021;%
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.759;°C
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.552;°C
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.627;m/s
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);133.895;W/m^2
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);234.376;°
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.896;hPa
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.792;V
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.078;A
02-09-2025 10:54:17;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.392;V
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);12.6;°C
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.3;m/s
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);72.175;%
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.69;°C
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.387;°C
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.167;m/s
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);204.487;W/m^2
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);232.017;°
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.782;V
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.201;A
02-09-2025 10:49:17;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.512;V
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Hauptstation (17);16;21;
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.9;m/s
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.927;m/s
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);244.924;W/m^2
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);234.797;°
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.859;hPa
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.754;V
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.282;A
02-09-2025 10:44:17;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.613;V
02-09-2025 10:43:59;Weincampus Neustadt 1 (1423);Hauptstation (17);0;11250;
02-09-2025 10:39:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.4;m/s
02-09-2025 10:39:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.291;°C
02-09-2025 10:39:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.387;m/s
02-09-2025 10:39:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);214.692;W/m^2
02-09-2025 10:39:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);234.519;°
02-09-2025 10:39:16;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.785;V
02-09-2025 10:39:16;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.24;A
02-09-2025 10:39:16;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.412;V
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.23;°C
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.573;m/s
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);139.803;W/m^2
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);234.833;°
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.923;hPa
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);18.624;V
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.087;A
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.097;V
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);16;20;
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);12.625;°C
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.4;m/s
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);73.792;%
02-09-2025 10:34:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.32;°C
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);12.877;°C
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);3.6;m/s
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);73.57;%
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.663;°C
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.527;°C
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.4;m/s
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);121.925;W/m^2
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);235.446;°
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);20.233;V
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.048;A
02-09-2025 10:29:16;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.064;V
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);16;21;
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);12.94;°C
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.8;m/s
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);72.909;%
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.861;°C
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.635;°C
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.847;m/s
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);108.804;W/m^2
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);234.205;°
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.77;hPa
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);19.802;V
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.051;A
02-09-2025 10:24:16;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.147;V
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.268;°C
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.9;m/s
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);76.461;%
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.756;°C
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.957;°C
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.093;m/s
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);189.985;W/m^2
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);233.268;°
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);20.371;V
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.043;A
02-09-2025 10:19:15;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.264;V
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Hauptstation (17);16;21;
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.6;m/s
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.957;m/s
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);604.714;W/m^2
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);233.01;°
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.666;hPa
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);21.758;V
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.311;A
02-09-2025 10:14:15;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.554;V
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.8;m/s
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.03;V
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.051;A
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);20.419;V
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);232.201;°
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);117.782;W/m^2
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.213;°C
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);78.045;%
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.079;°C
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.498;°C
02-09-2025 10:09:15;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.987;m/s
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);16;20;
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.465;°C
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.8;m/s
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);78.236;%
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.299;°C
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.73;°C
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.257;m/s
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);111.72;W/m^2
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);230.48;°
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.503;hPa
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);20.288;V
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.054;A
02-09-2025 10:04:14;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.078;V
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);112.717;W/m^2
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);225.712;°
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);19.85;V
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.045;A
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.199;V
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.687;°C
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.9;m/s
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);79.078;%
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.366;°C
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.893;°C
02-09-2025 09:59:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.353;m/s
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);16;20;
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.493;°C
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.8;m/s
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);78.238;%
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.324;°C
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.755;°C
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.193;m/s
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);172.26;W/m^2
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);221.667;°
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.476;hPa
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.852;V
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.185;A
02-09-2025 09:54:14;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.293;V
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.513;°C
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.5;m/s
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);78.24;%
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.356;°C
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.785;°C
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.853;m/s
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);113.331;W/m^2
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);218.556;°
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.777;V
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.073;A
02-09-2025 09:49:13;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.07;V
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);16;20;
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.316;°C
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.8;m/s
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);77.001;%
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.399;°C
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.681;°C
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.007;m/s
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);143.87;W/m^2
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);215.336;°
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.32;hPa
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);20.041;V
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.048;A
02-09-2025 09:44:13;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.057;V
02-09-2025 09:43:59;Weincampus Neustadt 1 (1423);Hauptstation (17);0;11250;
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.545;°C
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2;m/s
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);77.588;%
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.514;°C
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.86;°C
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.937;m/s
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);184.307;W/m^2
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);211.088;°
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);20.528;V
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.049;A
02-09-2025 09:39:13;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.122;V
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Hauptstation (17);16;21;
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2;m/s
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.446;°C
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);1.047;m/s
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);138.729;W/m^2
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);208.125;°
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.143;hPa
