Daten;Stationen;Meßpunkt;Messwert;Messung;Messeinheit
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);21.057;V
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.178;A
02-09-2025 11:21:51;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.507;V
02-09-2025 11:21:33;Weincampus Neustadt 2 (1424);Hauptstation (17);0;14872;
02-09-2025 11:16:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 11:16:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.007;m/s
02-09-2025 11:16:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);296.487;W/m^2
02-09-2025 11:16:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.407;°
02-09-2025 11:16:50;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.83;V
02-09-2025 11:16:50;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.349;A
02-09-2025 11:16:50;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.779;V
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);16;21;
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.001;°C
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);74.66;%
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.573;°C
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.571;°C
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.01;m/s
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);235.717;W/m^2
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.387;°
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.297;hPa
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.786;V
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.248;A
02-09-2025 11:11:50;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.53;V
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.729;°C
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);74.075;%
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.4;°C
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.339;°C
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.01;m/s
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);191.443;W/m^2
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.396;°
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.887;V
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.186;A
02-09-2025 11:06:50;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.423;V
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.089;A
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.315;V
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Hauptstation (17);16;21;
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.643;°C
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.007;m/s
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);139.88;W/m^2
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.443;°
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.326;hPa
02-09-2025 11:01:50;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.815;V
02-09-2025 10:56:49;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.879;V
02-09-2025 10:56:49;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.083;A
02-09-2025 10:56:49;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.364;V
02-09-2025 10:56:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 10:56:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.76;°C
02-09-2025 10:56:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 10:56:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);149.548;W/m^2
02-09-2025 10:56:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.462;°
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);16;22;
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.741;°C
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);73.138;%
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.627;°C
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.442;°C
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);253.902;W/m^2
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.464;°
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.183;hPa
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.7;V
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.217;A
02-09-2025 10:51:49;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.506;V
02-09-2025 10:46:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 10:46:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 10:46:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);290.349;W/m^2
02-09-2025 10:46:49;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.452;°
02-09-2025 10:46:49;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.911;V
02-09-2025 10:46:49;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.321;A
02-09-2025 10:46:49;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.499;V
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);16;21;
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.008;°C
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.2;m/s
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);75.725;%
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.347;°C
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.482;°C
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.007;m/s
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);254.746;W/m^2
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.462;°
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.277;hPa
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);21.137;V
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.054;A
02-09-2025 10:41:48;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.006;V
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);12.851;°C
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.2;m/s
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);75.034;%
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.331;°C
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.386;°C
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.01;m/s
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);162.822;W/m^2
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.482;°
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.516;V
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.053;A
02-09-2025 10:36:48;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.052;V
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);16;21;
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.037;°C
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.6;m/s
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);74.134;%
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.694;°C
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.623;°C
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.057;m/s
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);150.699;W/m^2
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.482;°
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.137;hPa
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.381;V
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.051;A
02-09-2025 10:31:48;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.113;V
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);18.079;°C
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.961;°C
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);137.425;W/m^2
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.492;°
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);19.86;V
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.05;A
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.228;V
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.33;°C
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 10:26:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);73.921;%
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);16;23;
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.17;°C
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);75.626;%
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.624;°C
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.734;°C
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);258.275;W/m^2
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.47;°
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);999.044;hPa
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);18.685;V
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.236;A
02-09-2025 10:21:47;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.514;V
02-09-2025 10:21:33;Weincampus Neustadt 2 (1424);Hauptstation (17);0;14872;
02-09-2025 10:16:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 10:16:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 10:16:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);638.092;W/m^2
02-09-2025 10:16:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.491;°
02-09-2025 10:16:47;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);21.186;V
02-09-2025 10:16:47;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.389;A
02-09-2025 10:16:47;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.532;V
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.375;°C
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);138.422;W/m^2
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.465;°
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);998.857;hPa
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);17.399;V
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.157;A
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.15;V
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);16;20;
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.082;°C
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);78.019;%
02-09-2025 10:11:47;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);16.953;°C
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.615;°C
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);79.465;%
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.206;°C
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.785;°C
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);117.475;W/m^2
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.46;°
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.219;V
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.055;A
02-09-2025 10:06:46;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.093;V
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);16;21;
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.854;°C
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);80.594;%
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.234;°C
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.945;°C
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.003;m/s
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);188.067;W/m^2
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.415;°
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);998.926;hPa
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.271;V
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.051;A
02-09-2025 10:01:46;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.189;V
02-09-2025 09:56:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 09:56:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 09:56:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);175.253;W/m^2
02-09-2025 09:56:46;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.429;°
02-09-2025 09:56:46;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.795;V
02-09-2025 09:56:46;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.183;A
02-09-2025 09:56:46;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.292;V
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);16;21;
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.623;°C
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);78.797;%
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.353;°C
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.848;°C
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.003;m/s
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);110.876;W/m^2
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.445;°
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);998.753;hPa
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.785;V
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.053;A
02-09-2025 09:51:45;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.185;V
02-09-2025 09:46:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 09:46:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 09:46:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);170.956;W/m^2
02-09-2025 09:46:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.399;°
02-09-2025 09:46:45;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.703;V
02-09-2025 09:46:45;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.108;A
02-09-2025 09:46:45;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.183;V
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);16;21;
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);13.763;°C
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);78.556;%
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.539;°C
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);14.997;°C
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.007;m/s
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);323.496;W/m^2
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.403;°
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);998.617;hPa
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.73;V
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.051;A
02-09-2025 09:41:45;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.042;V
02-09-2025 09:36:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0.1;m/s
02-09-2025 09:36:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0.003;m/s
02-09-2025 09:36:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);172.721;W/m^2
02-09-2025 09:36:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.356;°
02-09-2025 09:36:44;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);20.43;V
02-09-2025 09:36:44;Weincampus Neustadt 2 (1424);Power (20);Strom (3);-0.051;A
02-09-2025 09:36:44;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.144;V
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);16;21;
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);14.126;°C
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Windböen (14);0;m/s
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Regen (11);0;mm
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);81.448;%
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.34;°C
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);15.147;°C
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Sonnenstrahlung (7);192.134;W/m^2
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Wind (3);306.355;°
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Atmosphärischer Druck (2);998.483;hPa
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Power (20);Solarzelle (4);15.731;V
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.198;A
02-09-2025 09:31:44;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.321;V
02-09-2025 09:26:44;Weincampus Neustadt 2 (1424);Power (20);Strom (3);0.121;A
02-09-2025 09:26:44;Weincampus Neustadt 2 (1424);Power (20);Batterie 12 V  (2);13.199;V
02-09-2025 09:26:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Luftfeuchtigkeit (10);80.908;%
02-09-2025 09:26:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Lufttemperatur (9);17.391;°C
02-09-2025 09:26:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Bulbo umido (40);15.133;°C
02-09-2025 09:26:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Windgeschwindigkeit (8);0;m/s
02-09-2025 09:26:44;Weincampus Neustadt 2 (1424);Hauptstation (17);Taupunkt (15);14.07;°C
